0,0,0,-0.138996139,-0.142857143,-0.150579151,-0.32046332,-0.127413127,-0.459459459,-0.1003861,-0.575289575,0.00386100386,-0.482625483,-0.027027027,-0.667953668,-0.0463320463,-0.787644788,-0.0501930502,-0.895752896,0.0772200772,-0.494208494,0.027027027,-0.725868726,-0.00386100386,-0.876447876,-0.0193050193,-1,0.146718147,-0.478764479,-0.0424710425,-0.617760618,-0.11969112,-0.455598456,-0.135135135,-0.312741313,0.200772201,-0.44015444,0.00386100386,-0.525096525,-0.0694980695,-0.413127413,-0.0772200772,-0.301158301
0,0,0,-0.13671875,-0.14453125,-0.1484375,-0.32421875,-0.125,-0.4609375,-0.09765625,-0.5703125,0.0078125,-0.484375,-0.02734375,-0.66796875,-0.046875,-0.7890625,-0.05078125,-0.890625,0.08203125,-0.49609375,0.03125,-0.73046875,0.00390625,-0.87890625,-0.01171875,-1,0.15625,-0.48046875,-0.03515625,-0.62109375,-0.11328125,-0.45703125,-0.1328125,-0.3125,0.20703125,-0.44140625,0.0078125,-0.52734375,-0.05859375,-0.41015625,-0.0703125,-0.296875
0,0,0,-0.14453125,-0.14453125,-0.15625,-0.328125,-0.1328125,-0.46484375,-0.1015625,-0.578125,-0.00390625,-0.484375,-0.03125,-0.671875,-0.05078125,-0.79296875,-0.0546875,-0.8984375,0.07421875,-0.5,0.0234375,-0.73046875,-0.0078125,-0.8828125,-0.01953125,-1,0.14453125,-0.48046875,-0.046875,-0.62109375,-0.12109375,-0.45703125,-0.140625,-0.3125,0.19921875,-0.44140625,0,-0.5234375,-0.06640625,-0.40625,-0.078125,-0.296875
0,0,0,-0.137254902,-0.145098039,-0.149019608,-0.329411765,-0.121568627,-0.470588235,-0.0941176471,-0.584313725,0.00392156863,-0.490196078,-0.0274509804,-0.674509804,-0.0470588235,-0.796078431,-0.0509803922,-0.901960784,0.0784313725,-0.501960784,0.0274509804,-0.729411765,-0.00392156863,-0.878431373,-0.0196078431,-1,0.152941176,-0.482352941,-0.0431372549,-0.615686275,-0.117647059,-0.450980392,-0.133333333,-0.309803922,0.207843137,-0.443137255,0.00392156863,-0.521568627,-0.062745098,-0.403921569,-0.0705882353,-0.294117647
0,0,0,-0.135658915,-0.147286822,-0.147286822,-0.329457364,-0.127906977,-0.465116279,-0.100775194,-0.57751938,0.00387596899,-0.484496124,-0.0310077519,-0.670542636,-0.0542635659,-0.790697674,-0.0581395349,-0.895348837,0.0775193798,-0.5,0.0271317829,-0.724806202,-0.00775193798,-0.875968992,-0.023255814,-1,0.147286822,-0.480620155,-0.0465116279,-0.61627907,-0.124031008,-0.453488372,-0.139534884,-0.313953488,0.201550388,-0.441860465,0,-0.523255814,-0.0697674419,-0.410852713,-0.0775193798,-0.302325581
0,0,0,-0.143410853,-0.147286822,-0.15503876,-0.333333333,-0.131782946,-0.468992248,-0.108527132,-0.585271318,-0.00387596899,-0.492248062,-0.0348837209,-0.674418605,-0.0581395349,-0.794573643,-0.0620155039,-0.899224806,0.0697674419,-0.503875969,0.019379845,-0.728682171,-0.011627907,-0.88372093,-0.0271317829,-1,0.143410853,-0.484496124,-0.0465116279,-0.620155039,-0.124031008,-0.457364341,-0.143410853,-0.317829457,0.19379845,-0.445736434,-0.00387596899,-0.527131783,-0.0736434109,-0.414728682,-0.0813953488,-0.302325581
0,0,0,-0.135658915,-0.147286822,-0.151162791,-0.329457364,-0.127906977,-0.465116279,-0.100775194,-0.57751938,0.00387596899,-0.484496124,-0.0310077519,-0.670542636,-0.0542635659,-0.790697674,-0.0581395349,-0.899224806,0.0775193798,-0.5,0.0271317829,-0.728682171,-0.00775193798,-0.879844961,-0.023255814,-1,0.151162791,-0.484496124,-0.0426356589,-0.620155039,-0.120155039,-0.453488372,-0.139534884,-0.313953488,0.201550388,-0.445736434,0,-0.527131783,-0.0697674419,-0.410852713,-0.0775193798,-0.302325581
0,0,0,-0.139534884,-0.151162791,-0.151162791,-0.329457364,-0.127906977,-0.468992248,-0.104651163,-0.581395349,0,-0.488372093,-0.0310077519,-0.670542636,-0.0542635659,-0.794573643,-0.0581395349,-0.899224806,0.0736434109,-0.5,0.023255814,-0.728682171,-0.00775193798,-0.879844961,-0.0271317829,-1,0.143410853,-0.484496124,-0.0465116279,-0.620155039,-0.120155039,-0.457364341,-0.139534884,-0.317829457,0.197674419,-0.445736434,0,-0.531007752,-0.0697674419,-0.414728682,-0.0775193798,-0.30620155
0,0,0,-0.139534884,-0.147286822,-0.15503876,-0.325581395,-0.135658915,-0.465116279,-0.108527132,-0.57751938,0,-0.484496124,-0.0348837209,-0.670542636,-0.0581395349,-0.794573643,-0.0620155039,-0.899224806,0.0775193798,-0.496124031,0.023255814,-0.728682171,-0.011627907,-0.879844961,-0.0271317829,-1,0.147286822,-0.480620155,-0.0503875969,-0.620155039,-0.127906977,-0.457364341,-0.143410853,-0.313953488,0.197674419,-0.445736434,-0.00387596899,-0.527131783,-0.0736434109,-0.410852713,-0.0813953488,-0.302325581
0,0,0,-0.139534884,-0.147286822,-0.15503876,-0.325581395,-0.135658915,-0.465116279,-0.108527132,-0.57751938,-0.00387596899,-0.484496124,-0.0348837209,-0.670542636,-0.0581395349,-0.794573643,-0.0620155039,-0.899224806,0.0736434109,-0.5,0.019379845,-0.728682171,-0.015503876,-0.879844961,-0.0310077519,-1,0.143410853,-0.484496124,-0.0542635659,-0.620155039,-0.127906977,-0.453488372,-0.143410853,-0.313953488,0.19379845,-0.449612403,-0.00775193798,-0.527131783,-0.0736434109,-0.410852713,-0.0813953488,-0.302325581
0,0,0,-0.139534884,-0.151162791,-0.15503876,-0.325581395,-0.139534884,-0.46124031,-0.11627907,-0.573643411,0.00387596899,-0.488372093,-0.0348837209,-0.678294574,-0.0542635659,-0.798449612,-0.0581395349,-0.906976744,0.0775193798,-0.5,0.015503876,-0.728682171,-0.015503876,-0.88372093,-0.0310077519,-1,0.147286822,-0.488372093,-0.0581395349,-0.61627907,-0.131782946,-0.453488372,-0.147286822,-0.30620155,0.189922481,-0.453488372,-0.015503876,-0.531007752,-0.0813953488,-0.414728682,-0.0891472868,-0.30620155
0,0,0,-0.135135135,-0.162162162,-0.146718147,-0.328185328,-0.135135135,-0.459459459,-0.115830116,-0.575289575,0.0154440154,-0.49034749,-0.0231660232,-0.683397683,-0.0501930502,-0.803088803,-0.0540540541,-0.911196911,0.0888030888,-0.501930502,0.0193050193,-0.72972973,-0.0115830116,-0.884169884,-0.0231660232,-1,0.150579151,-0.49034749,-0.0617760618,-0.613899614,-0.138996139,-0.459459459,-0.158301158,-0.316602317,0.189189189,-0.455598456,-0.0231660232,-0.528957529,-0.0965250965,-0.420849421,-0.108108108,-0.312741313
