0,0,0,0.07482645,-0.06410688,0.1277411,-0.06723231,0.17409456,-0.06701726,0.1991117,-0.067285895,0.18100137,0.033964932,0.24835521,-0.015250802,0.29060298,-0.035917938,0.3281384,-0.050194323,0.17765862,0.043004036,0.2643422,-0.017301261,0.3172462,-0.041892946,0.3549224,-0.05669248,0.16329792,0.031561553,0.22473031,-0.053783953,0.1848166,-0.08199155,0.14767143,-0.08939451,0.14479685,0.005542338,0.17429614,-0.07359952,0.15547454,-0.10209656,0.13279349,-0.115656674,-0.06682968
0,0,0,0.07434234,-0.06396788,0.12674278,-0.06718886,0.17300001,-0.0668295,0.19785082,-0.06709957,0.17980486,0.033859253,0.24780428,-0.014652312,0.29091817,-0.034662664,0.3291304,-0.04891008,0.17680812,0.043104947,0.26357526,-0.017106652,0.3159535,-0.04194027,0.3531193,-0.057130516,0.16280246,0.031630337,0.22449839,-0.054183066,0.18422383,-0.082381964,0.1466364,-0.08975226,0.14472133,0.005750895,0.1733771,-0.07381672,0.1541197,-0.10237837,0.13121843,-0.11604059,-0.068080306
0,0,0,0.0737302,-0.06419921,0.12592214,-0.06760812,0.17228818,-0.06742853,0.19682747,-0.06811881,0.17957175,0.034003258,0.24814707,-0.014725924,0.29151386,-0.034751415,0.32995218,-0.04900998,0.17662084,0.043269157,0.26366872,-0.016961098,0.31624287,-0.041774094,0.35327178,-0.05718398,0.16265696,0.031654,0.22411901,-0.05399084,0.18405312,-0.0818485,0.14632809,-0.089158356,0.1447038,0.005568504,0.17368177,-0.07337415,0.15478522,-0.10217309,0.13198736,-0.11653644,-0.06677723
0,0,0,0.074208826,-0.06392324,0.12543866,-0.066985846,0.17164376,-0.06697881,0.19583616,-0.068911254,0.18077257,0.033921838,0.24829999,-0.015005052,0.29163852,-0.03466922,0.33010998,-0.048950255,0.1771262,0.04315275,0.26378068,-0.017344356,0.31614122,-0.041454256,0.35340962,-0.056146204,0.16247466,0.031147003,0.22454122,-0.054000556,0.18451235,-0.08056837,0.14699587,-0.086779416,0.14422247,0.005045176,0.17323819,-0.074002445,0.15435809,-0.10226625,0.13163805,-0.11619288,-0.069556475
0,0,0,0.07403642,-0.06390512,0.12515676,-0.0667029,0.17126173,-0.0666492,0.19536161,-0.068297505,0.18103379,0.03438872,0.24966502,-0.014451742,0.29348153,-0.03410548,0.33247578,-0.048434854,0.17730969,0.0436278,0.26398224,-0.01723963,0.31594616,-0.04159212,0.3526191,-0.056550443,0.16259181,0.03165847,0.2246092,-0.05389297,0.18398744,-0.08095628,0.14576617,-0.08752924,0.14436457,0.005562246,0.17340696,-0.07371187,0.15410474,-0.102186084,0.13104948,-0.116257966,-0.06838256
0,0,0,0.07440239,-0.06418979,0.1258406,-0.06678808,0.17227513,-0.06640983,0.19654578,-0.0673154,0.18116045,0.034323215,0.24929714,-0.014813125,0.29223007,-0.034779727,0.33064413,-0.049112916,0.17759305,0.043517232,0.26424038,-0.017409563,0.31701225,-0.041741252,0.3541398,-0.05681002,0.16292709,0.031634033,0.22466832,-0.054082513,0.18444145,-0.0816133,0.14657882,-0.0888024,0.1446538,0.005518317,0.17398372,-0.07395327,0.15484518,-0.10247415,0.13173595,-0.11646974,-0.06660634
0,0,0,0.0745098,-0.06398028,0.1256178,-0.06633955,0.17216173,-0.06595111,0.19642729,-0.06690723,0.18081546,0.03492874,0.2494312,-0.013745189,0.29309088,-0.033441484,0.3321067,-0.04773289,0.17723936,0.04431522,0.2637257,-0.016985178,0.316334,-0.041466117,0.35306883,-0.05665201,0.16256592,0.032432854,0.22390962,-0.053767562,0.18337888,-0.08132261,0.14537284,-0.088330984,0.1443797,0.006287396,0.1734541,-0.073421836,0.15412545,-0.10205823,0.13112411,-0.11618376,-0.06508374
0,0,0,0.07444304,-0.06464988,0.1258932,-0.06687075,0.17233759,-0.06582725,0.19672737,-0.065865755,0.18099919,0.03416145,0.24881253,-0.01488781,0.29138675,-0.03514421,0.32956633,-0.049556077,0.17748448,0.04347217,0.26399228,-0.01740408,0.31691524,-0.04172957,0.35420534,-0.05662954,0.1628516,0.03182298,0.22462878,-0.053854346,0.18422791,-0.081686854,0.14644176,-0.08895218,0.14458066,0.005934119,0.17410639,-0.073569894,0.15500462,-0.10247135,0.1321575,-0.116729856,-0.06717098
0,0,0,0.07440451,-0.06387538,0.12555572,-0.066434026,0.17190894,-0.06604868,0.19624874,-0.06690484,0.18046549,0.034760118,0.24912944,-0.013608873,0.2929854,-0.033239603,0.33220407,-0.047721088,0.17695329,0.044253826,0.26373067,-0.01665771,0.31593522,-0.04101056,0.35265723,-0.056097567,0.16253266,0.03252119,0.22408739,-0.05394554,0.18310013,-0.080736816,0.14484125,-0.08681518,0.14460608,0.006498516,0.17416015,-0.07303488,0.15455508,-0.101563096,0.13128224,-0.11557329,-0.06673372
0,0,0,0.0740633,-0.06396788,0.12528163,-0.06665486,0.17138696,-0.065978825,0.195445,-0.06648821,0.1800906,0.034962475,0.24889326,-0.013459802,0.29221302,-0.03332603,0.33091348,-0.04750353,0.1767267,0.044269502,0.26378155,-0.016578317,0.31619203,-0.040888727,0.35297072,-0.0555712,0.16235048,0.032566667,0.22381032,-0.05327964,0.18341309,-0.080760956,0.14537057,-0.08758652,0.14430606,0.006544709,0.17349917,-0.07299346,0.15443155,-0.10176116,0.13156736,-0.11587018,-0.06614393
